"id","temperature","pressure","humidity","gas_resistance","altitude","pm_1","pm_2","pm_10","created_at"
6797,"20","1287","0.147591301","21","-41","409","2384","843","2024-02-27 04:30:06.977557+01"
6798,"31","1582","0.289348775","60","36","2145","1581","1041","2024-02-12 01:51:51.977557+01"
6799,"14","1969","0.704282847","17","-30","315","2747","2072","2024-06-21 03:35:05.977557+02"
6800,"23","975","0.903687736","58","46","669","334","2360","2024-04-27 23:36:47.977557+02"
6801,"31","1303","0.969955789","52","48","1419","1183","1163","2024-06-20 15:06:18.977557+02"
6802,"33","1780","0.69740656","54","-1","1051","2007","1774","2024-03-11 02:56:44.977557+01"
6803,"27","1469","0.736710894","39","39","2055","852","2834","2024-06-16 18:52:46.977557+02"
6804,"14","888","0.793441175","39","26","814","66","2917","2024-04-04 23:14:03.977557+02"
6805,"14","1765","0.682208072","29","26","1930","120","41","2024-03-09 21:25:50.977557+01"
6806,"32","1193","0.428733575","34","-6","2278","930","1833","2024-09-10 07:11:45.977557+02"
6807,"19","988","0.849604936","31","-44","2051","2516","2375","2024-01-27 04:10:20.977557+01"
6808,"18","1589","0.822717783","36","33","2388","1619","1950","2024-01-14 09:29:41.977557+01"
6809,"15","1285","0.307290485","17","30","2749","2697","90","2024-07-21 03:46:01.977557+02"
6810,"26","1199","0.29866423","9","41","2369","2181","2435","2024-03-05 15:29:51.977557+01"
6811,"11","1778","0.156060742","13","10","1940","1967","454","2024-06-02 02:24:34.977557+02"
6812,"36","1780","0.540848993","26","-20","1841","380","204","2024-07-15 09:33:43.977557+02"
6813,"34","1599","0.309535201","39","-27","2437","909","611","2024-07-11 03:39:52.977557+02"
6814,"29","1866","0.545577043","37","-8","2210","1350","767","2024-05-20 14:51:05.977557+02"
6815,"25","809","0.043679574","21","40","2631","375","2208","2024-02-04 17:57:56.977557+01"
6816,"24","1619","0.184974425","34","-51","2685","2895","1819","2024-06-04 04:25:50.977557+02"
6817,"37","1656","0.9210063","21","46","1012","253","364","2024-03-11 21:32:59.977557+01"
6818,"32","1407","0.702574691","44","9","2598","2732","2926","2024-09-14 10:45:14.977557+02"
6819,"14","1371","0.33761211","22","26","1077","1327","1141","2024-04-06 20:13:36.977557+02"
6820,"35","1837","0.730552366","36","23","2001","310","2134","2024-05-17 21:15:45.977557+02"
6821,"38","1196","0.15496453","60","1","1264","1416","1404","2024-08-20 06:32:23.977557+02"
6822,"25","1912","0.690197927","58","-37","852","516","1974","2024-06-11 02:15:26.977557+02"
6823,"14","1278","0.39738302","19","-5","770","1214","343","2024-01-16 21:28:14.977557+01"
6824,"26","1913","0.18868364","60","-23","252","1446","1205","2024-07-02 05:59:18.977557+02"
6825,"27","1385","0.350644441","28","26","714","62","1139","2024-09-05 15:12:26.977557+02"
6826,"24","1159","0.095300719","33","-15","971","203","2784","2024-03-04 12:08:34.977557+01"
6827,"24","1414","0.94971884","45","-55","1263","324","2851","2024-04-24 11:22:49.977557+02"
6828,"13","1410","0.822182377","42","-7","2298","2179","2080","2024-08-02 20:10:45.977557+02"
6829,"10","1131","0.486660184","22","-46","1764","981","2271","2024-09-11 20:22:21.977557+02"
6830,"30","1940","0.522044408","32","8","2115","2432","2267","2024-03-17 05:07:16.977557+01"
6831,"14","874","0.791929002","57","-12","1689","2690","2072","2024-02-13 07:51:07.977557+01"
6832,"36","1185","0.08722119","33","15","889","92","1541","2024-05-28 06:48:08.977557+02"
6833,"32","890","0.815395749","50","5","370","2044","2132","2024-04-07 12:50:22.977557+02"
6834,"39","1739","0.065784221","35","-54","290","2839","1762","2024-07-03 09:32:48.977557+02"
6835,"32","1705","0.5022673","20","-56","527","975","1169","2024-05-27 20:23:22.977557+02"
6836,"21","1714","0.878994318","23","33","1596","1872","768","2024-09-18 18:29:19.977557+02"
6837,"12","811","0.102042187","59","-11","803","690","407","2024-04-23 11:33:40.977557+02"
6838,"13","1533","0.410604735","15","8","2632","860","1644","2024-03-15 19:25:16.977557+01"
6839,"15","1870","0.745714584","39","-18","1187","378","1920","2024-06-12 23:22:49.977557+02"
6840,"10","860","0.900698227","18","30","857","1526","302","2024-04-09 03:09:35.977557+02"
6841,"31","1277","0.416019693","27","13","390","563","2786","2024-01-05 18:14:11.977557+01"
6842,"13","1210","0.614776837","42","3","1179","245","2239","2024-02-21 06:48:59.977557+01"
6843,"12","1929","0.692110591","56","-48","2007","1093","361","2024-08-19 04:54:58.977557+02"
6844,"37","1176","0.533500562","51","18","1634","2927","2796","2024-02-01 22:51:10.977557+01"
6845,"25","1219","0.500992909","52","-31","1167","1184","673","2024-08-08 18:42:39.977557+02"
6846,"27","1797","0.14689629","10","21","1487","1800","2655","2024-01-12 01:39:42.977557+01"
6847,"13","1471","0.216852597","60","-33","2098","360","2135","2024-03-19 06:14:33.977557+01"
6848,"21","1010","0.621167723","50","-2","2577","1741","887","2024-02-17 09:47:26.977557+01"
6849,"28","1911","0.671900717","19","-60","747","756","1743","2024-07-12 15:57:15.977557+02"
6850,"33","1610","0.701615162","53","-8","2771","815","1814","2024-07-13 20:19:32.977557+02"
6851,"38","1468","0.467974581","49","-26","917","1248","449","2024-07-16 22:57:24.977557+02"
6852,"16","1030","0.069328829","35","23","1127","614","875","2024-01-16 11:29:18.977557+01"
6853,"28","1900","0.745041946","56","34","730","2470","1720","2024-02-14 21:47:43.977557+01"
6854,"11","1841","0.90888826","58","13","915","2307","562","2024-07-07 13:09:08.977557+02"
6855,"29","1484","0.928477255","47","37","2858","55","1452","2024-06-02 23:44:08.977557+02"
6856,"10","831","0.687298243","48","-19","79","888","1672","2024-04-18 09:16:48.977557+02"
6857,"31","1209","0.424601647","17","-46","1294","1785","2718","2024-04-21 22:22:47.977557+02"
6858,"33","1671","0.671045886","26","36","2180","1685","1469","2024-09-20 22:58:01.977557+02"
6859,"36","1692","0.845894152","27","-31","1787","2463","291","2024-06-24 05:10:32.977557+02"
6860,"17","1844","0.867557961","47","-33","2171","548","2599","2024-02-15 02:53:39.977557+01"
6861,"37","1690","0.392366333","53","-38","112","1530","2111","2024-01-02 17:11:10.977557+01"
6862,"18","1426","0.722038212","60","8","199","2208","2478","2024-07-20 19:19:31.977557+02"
6863,"30","1898","0.976509045","28","-17","1668","2855","2913","2024-04-23 02:29:58.977557+02"
6864,"31","978","0.355987668","54","-15","858","1802","2160","2024-04-02 15:29:23.977557+02"
6865,"20","1993","0.661440529","46","6","1800","2200","2902","2024-03-05 21:56:20.977557+01"
6866,"31","1243","0.609232733","60","-45","611","2475","2776","2024-07-23 14:26:49.977557+02"
6867,"23","1154","0.017834432","40","20","349","1002","1581","2024-06-09 01:54:20.977557+02"
6868,"33","1862","0.563947564","55","10","248","2135","1724","2024-03-04 15:52:25.977557+01"
6869,"19","1809","0.321376875","32","-20","2714","1800","254","2024-07-18 14:57:07.977557+02"
6870,"15","844","0.289578787","17","-1","1430","1557","1269","2024-09-23 05:16:36.977557+02"
6871,"12","1370","0.282272462","54","-36","2635","2979","26","2024-08-24 14:49:41.977557+02"
6872,"37","966","0.339581889","56","43","543","959","2939","2024-02-06 22:30:55.977557+01"
6873,"14","1523","0.775535748","49","-15","879","1182","625","2024-07-21 10:24:25.977557+02"
6874,"22","1055","0.115773862","47","-33","2711","2178","2209","2024-01-23 13:33:08.977557+01"
6875,"40","1044","0.288965944","53","44","1314","2816","956","2024-01-26 16:19:26.977557+01"
6876,"33","1364","0.462151253","49","-43","2918","2567","2520","2024-05-23 05:43:04.977557+02"
6877,"35","1837","0.677536365","59","-23","1871","1513","1175","2024-08-14 11:22:52.977557+02"
6878,"20","1375","0.023070647","39","47","1859","1531","274","2024-02-07 10:14:16.977557+01"
6879,"25","1468","0.617503355","40","-18","1983","2248","59","2024-05-22 16:12:57.977557+02"
6880,"31","1136","0.610337437","54","47","257","2853","2007","2024-08-04 10:16:58.977557+02"
6881,"38","1180","0.569575897","51","-7","2177","2766","228","2024-07-11 10:18:58.977557+02"
6882,"16","920","0.248088527","31","-51","421","2257","2076","2024-05-24 14:09:12.977557+02"
6883,"24","952","0.88656154","57","28","510","1648","2426","2024-08-16 12:24:13.977557+02"
6884,"19","1050","0.009073244","53","1","569","473","45","2024-03-12 06:01:58.977557+01"
6885,"16","1844","0.430119063","33","-38","964","630","1889","2024-01-03 18:40:07.977557+01"
6886,"12","1982","0.283359219","31","-16","1493","1546","1908","2024-04-15 11:02:40.977557+02"
6887,"19","1104","0.602968733","35","26","2469","1196","398","2024-06-04 03:24:25.977557+02"
6888,"23","1391","0.197928067","46","-4","2817","2194","2020","2024-05-04 21:49:14.977557+02"
6889,"21","1211","0.872052373","24","-42","1733","252","2389","2024-02-07 10:04:52.977557+01"
6890,"28","1876","0.907748557","19","-23","798","1522","2908","2024-01-08 19:13:59.977557+01"
6891,"40","1668","0.595768265","16","-31","1233","2619","86","2024-04-03 16:15:44.977557+02"
6892,"38","808","0.994684186","25","19","305","783","836","2024-08-10 12:58:01.977557+02"
6893,"16","1944","0.192311756","33","16","368","2468","2721","2024-02-19 05:46:32.977557+01"
6894,"35","1192","0.352678988","32","-37","2797","854","2524","2024-01-18 04:31:15.977557+01"
6895,"14","1229","0.152166588","24","36","493","347","2251","2024-09-25 02:04:47.977557+02"
6896,"35","1815","0.184561143","41","-42","843","2253","1422","2024-09-01 16:48:48.977557+02"
6897,"30","1970","0.859314817","32","-2","1838","1057","1496","2024-02-28 07:27:24.977557+01"
6898,"39","1516","0.800084521","37","43","2117","1111","151","2024-02-13 21:19:36.977557+01"
6899,"29","1014","0.237659548","36","47","2038","1818","2531","2024-01-17 02:46:56.977557+01"
6900,"10","1000","0.361645642","43","-51","2166","2694","2520","2024-09-03 16:04:15.977557+02"
6901,"25","934","0.625115044","45","0","2487","1202","773","2024-08-24 13:07:40.977557+02"
6902,"21","1929","0.569960874","50","-53","1619","414","420","2024-02-25 18:29:40.977557+01"
6903,"25","1197","0.572518738","17","-4","243","2235","2666","2024-02-28 07:45:26.977557+01"
6904,"38","1600","0.353218258","37","27","1986","1316","2368","2024-07-10 05:37:23.977557+02"
6905,"20","1972","0.919029061","35","-25","814","1620","2889","2024-03-01 05:56:58.977557+01"
6906,"10","1588","0.397251532","27","-55","1361","1152","2502","2024-07-14 09:26:26.977557+02"
6907,"27","1710","0.89337144","28","-31","1319","631","152","2024-06-09 02:28:58.977557+02"
6908,"37","1929","0.409444727","56","-51","1075","1359","2019","2024-02-02 02:52:36.977557+01"
6909,"31","1505","0.02218394","53","22","1079","786","1483","2024-06-05 09:19:56.977557+02"
6910,"38","1124","0.135879835","42","35","1263","21","433","2024-07-19 01:31:47.977557+02"
6911,"33","1396","0.152824478","47","-23","1966","1486","2864","2024-08-07 22:31:18.977557+02"
6912,"13","864","0.011178641","41","12","459","700","854","2024-02-22 05:42:15.977557+01"
6913,"12","845","0.177356172","23","21","1649","126","1804","2024-07-23 09:38:24.977557+02"
6914,"27","1861","0.59513579","40","30","1646","622","652","2024-04-27 02:45:45.977557+02"
6915,"26","1343","0.109496609","40","29","730","2216","1217","2024-09-10 02:25:48.977557+02"
6916,"37","1995","0.504592316","36","-27","1222","2802","512","2024-09-08 14:06:16.977557+02"
6917,"31","1022","0.281628708","19","4","543","1717","1471","2024-04-04 21:51:13.977557+02"
6918,"35","986","0.856095793","55","27","2861","2429","16","2024-06-19 12:42:40.977557+02"
6919,"34","1495","0.947337956","24","28","1884","186","2795","2024-05-04 07:03:52.977557+02"
6920,"11","835","0.618940431","53","-42","2750","793","1372","2024-04-17 18:02:54.977557+02"
6921,"32","1843","0.199802996","20","14","9","1748","2269","2024-04-11 04:54:08.977557+02"
6922,"20","1759","0.480149986","9","-52","1101","13","1678","2024-03-16 09:28:16.977557+01"
6923,"16","1324","0.170005936","34","-31","2269","806","2051","2024-05-19 18:31:18.977557+02"
6924,"26","1280","0.213030483","51","-48","1713","1208","2423","2024-02-21 19:37:41.977557+01"
6925,"11","1010","0.281264146","49","-27","1324","2345","923","2024-01-07 13:55:47.977557+01"
6926,"21","1644","0.734164838","18","-31","148","1985","2023","2024-02-14 22:28:55.977557+01"
6927,"12","1502","0.527797069","9","-6","1224","2694","2215","2024-04-27 20:59:30.977557+02"
6928,"30","855","0.390296062","46","-10","2612","689","1178","2024-07-17 01:16:25.977557+02"
6929,"31","1469","0.865284476","52","-15","1248","2785","784","2024-05-12 22:36:36.977557+02"
6930,"30","1782","0.287460503","25","7","870","22","311","2024-03-15 05:49:12.977557+01"
6931,"35","861","0.327033444","39","45","362","1241","2304","2024-09-07 07:36:48.977557+02"
6932,"31","1309","0.719420091","51","-42","2671","2025","903","2024-07-26 23:13:34.977557+02"
6933,"14","1931","0.121280371","51","-51","368","387","1999","2024-04-07 11:13:14.977557+02"
6934,"25","1007","0.848649866","55","-1","2818","1358","2539","2024-02-05 18:32:06.977557+01"
6935,"26","1373","0.426177498","18","19","1488","1705","1928","2024-07-16 01:49:21.977557+02"
6936,"25","857","0.069055295","54","-32","2482","1731","2092","2024-01-27 15:59:24.977557+01"
6937,"24","1385","0.202873683","36","-40","1409","250","1411","2024-07-20 16:23:51.977557+02"
6938,"21","1134","0.98723381","16","0","441","379","436","2024-02-27 22:25:05.977557+01"
6939,"10","1968","0.184750746","28","1","145","91","728","2024-03-28 19:27:09.977557+01"
6940,"13","1727","0.867864386","55","14","1092","1496","1325","2024-04-27 06:03:11.977557+02"
6941,"23","1619","0.330940719","34","-35","652","2727","148","2024-07-28 08:47:15.977557+02"
6942,"39","1514","0.195431824","16","-16","1263","1570","2873","2024-07-24 04:52:16.977557+02"
6943,"39","851","0.171150363","9","-38","102","1932","2321","2024-01-27 04:39:21.977557+01"
6944,"17","1527","0.799854973","60","-34","1416","1869","2762","2024-02-03 10:19:34.977557+01"
6945,"24","1768","0.245018513","23","-16","2820","1099","2181","2024-06-28 01:36:41.977557+02"
6946,"30","938","0.409897087","31","49","2367","608","636","2024-01-21 12:40:37.977557+01"
6947,"18","931","0.951764211","21","-5","2797","2077","2739","2024-05-22 17:08:10.977557+02"
6948,"28","1550","0.571496861","24","30","1727","422","1036","2024-04-08 13:21:21.977557+02"
6949,"10","1802","0.157425785","53","15","2058","821","562","2024-09-16 08:33:50.977557+02"
6950,"38","1109","0.576775189","34","4","1108","1145","1943","2024-03-09 15:24:44.977557+01"
6951,"37","1236","0.493337191","21","-49","1820","1801","470","2024-05-25 04:12:39.977557+02"
6952,"24","1354","0.569114903","15","35","129","307","431","2024-04-01 14:22:24.977557+02"
6953,"26","1787","0.567551425","11","-27","771","971","2028","2024-06-06 07:11:09.977557+02"
6954,"38","1209","0.963197908","15","26","2054","2140","1291","2024-02-03 16:10:43.977557+01"
6955,"37","1742","0.027224764","35","0","424","2412","86","2024-06-02 01:04:02.977557+02"
6956,"36","1685","0.049749808","14","-29","636","1176","2668","2024-05-28 15:17:54.977557+02"
6957,"26","1320","0.902560134","32","-12","2171","1619","2653","2024-09-20 17:59:34.977557+02"
6958,"37","1018","0.92093572","20","10","2890","2496","939","2024-01-21 07:38:36.977557+01"
6959,"26","1252","0.050706154","28","9","1274","1143","633","2024-08-22 13:06:44.977557+02"
6960,"33","1426","0.087349411","42","-18","1073","1392","1446","2024-09-06 19:51:51.977557+02"
6961,"15","964","0.586348839","27","10","315","1953","2369","2024-02-13 18:05:51.977557+01"
6962,"34","1128","0.708122743","32","16","2675","1982","2751","2024-04-06 09:15:59.977557+02"
6963,"16","1045","0.438278418","27","-25","1516","2537","678","2024-01-01 22:04:57.977557+01"
6964,"29","1333","0.051114885","39","-54","1835","1458","2944","2024-07-11 20:14:10.977557+02"
6965,"16","871","0.323021379","51","-20","800","712","931","2024-01-26 16:41:44.977557+01"
6966,"34","1184","0.009456607","31","22","2033","1692","667","2024-02-04 01:16:35.977557+01"
6967,"17","1759","0.622152095","9","45","252","1015","876","2024-09-07 01:31:14.977557+02"
6968,"18","1146","0.36042489","12","-37","2245","1910","1185","2024-05-02 10:47:57.977557+02"
6969,"10","1393","0.745649903","60","34","221","2055","1228","2024-01-19 08:24:37.977557+01"
6970,"21","1403","0.532515567","55","6","2611","1472","2831","2024-09-11 10:44:55.977557+02"
6971,"20","1500","0.262585453","47","-3","1272","257","735","2024-03-08 22:36:09.977557+01"
6972,"27","1927","0.656830166","57","-39","844","272","733","2024-07-14 08:39:36.977557+02"
6973,"27","1692","0.965848605","48","-1","1969","2176","331","2024-02-08 00:20:25.977557+01"
6974,"23","1886","0.71436949","24","14","1875","1234","2124","2024-04-03 09:04:35.977557+02"
6975,"22","1534","0.880370308","15","49","1296","43","2013","2024-02-15 02:14:09.977557+01"
6976,"18","1894","0.664100844","27","-30","344","2758","46","2024-04-16 18:06:36.977557+02"
6977,"30","1506","0.149588844","41","-52","2469","436","2135","2024-03-13 02:35:16.977557+01"
6978,"37","1926","0.481255917","31","13","1524","1131","462","2024-04-20 22:38:43.977557+02"
6979,"22","803","0.060849137","52","0","2330","242","543","2024-02-12 09:08:20.977557+01"
6980,"37","1835","0.911176805","47","47","1948","1025","1114","2024-05-24 19:56:37.977557+02"
6981,"27","1550","0.342721301","36","-34","1800","2595","227","2024-04-04 08:11:07.977557+02"
6982,"22","1235","0.723636991","28","-11","24","616","1717","2024-01-01 11:39:56.977557+01"
6983,"19","1370","0.531924323","48","22","701","673","1343","2024-01-19 05:36:40.977557+01"
6984,"19","1868","0.779237706","50","-23","663","1297","1581","2024-02-10 02:45:20.977557+01"
6985,"39","1392","0.852557955","11","-59","2805","2162","2872","2024-07-11 18:53:40.977557+02"
6986,"36","854","0.731766792","36","32","782","1557","1208","2024-02-04 00:53:44.977557+01"
6987,"26","1167","0.066363057","10","-3","1094","2655","2087","2024-09-24 09:53:48.977557+02"
6988,"22","868","0.639102413","18","16","2869","2231","2406","2024-02-22 03:58:58.977557+01"
6989,"22","880","0.38002218","54","-39","2359","2777","2534","2024-01-14 21:51:40.977557+01"
6990,"24","1182","0.729524138","59","-23","922","227","2413","2024-08-19 08:18:18.977557+02"
6991,"17","1839","0.156037496","12","26","686","929","2514","2024-04-02 13:04:48.977557+02"
6992,"34","838","0.667057346","52","-6","2647","2757","2458","2024-08-20 03:14:09.977557+02"
6993,"11","1224","0.637979097","27","46","620","1359","218","2024-09-03 23:09:46.977557+02"
6994,"30","1676","0.661738629","40","37","2766","2036","21","2024-06-21 10:08:40.977557+02"
6995,"13","1663","0.534346756","49","-12","1343","1357","942","2024-09-17 01:42:21.977557+02"
6996,"19","1396","0.903586578","50","8","5","2487","2405","2024-07-21 06:15:08.977557+02"
6997,"24","1348","0.092107176","46","-34","1950","1280","2721","2024-06-06 06:06:57.977557+02"
6998,"36","1522","0.614426218","18","-8","1166","2625","463","2024-04-13 09:38:13.977557+02"
6999,"22","1234","0.558362267","40","-39","2351","442","303","2024-09-14 12:34:49.977557+02"
7000,"27","1461","0.712760708","36","-10","2240","301","882","2024-01-22 18:47:14.977557+01"
7001,"37","1380","0.989280734","50","17","2294","672","653","2024-04-04 16:50:32.977557+02"
7002,"29","1840","0.017608113","60","7","2929","516","720","2024-08-18 20:19:33.977557+02"
7003,"30","1606","0.792871013","32","0","1507","2346","2391","2024-07-20 12:31:53.977557+02"
7004,"16","914","0.242769048","9","8","1757","1741","2818","2024-06-15 06:36:22.977557+02"
7005,"26","1273","0.779736424","57","2","346","1550","1751","2024-04-16 21:17:33.977557+02"
7006,"12","1947","0.60596178","45","24","1067","2060","83","2024-02-10 22:50:14.977557+01"
7007,"16","1413","0.155371519","33","-16","1024","2955","832","2024-02-19 05:04:59.977557+01"
7008,"27","1490","0.409539239","13","-53","422","274","21","2024-07-22 04:11:06.977557+02"
7009,"28","1000","0.645314716","60","-56","1806","339","1126","2024-05-05 01:41:23.977557+02"
7010,"22","1079","0.935094917","28","2","1536","1256","93","2024-07-01 03:15:05.977557+02"
7011,"13","1234","0.167061037","49","-19","1224","1126","2900","2024-08-17 01:54:07.977557+02"
7012,"30","1992","0.45232191","19","-26","2673","2702","973","2024-08-26 11:18:26.977557+02"
7013,"33","1717","0.823524422","27","-21","598","1772","2160","2024-08-04 06:13:57.977557+02"
7014,"13","1158","0.197083127","60","-59","2168","2300","2556","2024-01-28 00:49:07.977557+01"
7015,"12","1930","0.236417115","57","46","1323","1823","2310","2024-01-10 10:02:50.977557+01"
7016,"15","1869","0.361022863","39","-54","122","1535","458","2024-07-05 16:50:53.977557+02"
7017,"11","1004","0.615386297","56","-48","1358","1705","2563","2024-09-16 20:14:51.977557+02"
7018,"31","854","0.903687009","42","-27","1897","1086","886","2024-08-13 05:28:38.977557+02"
7019,"37","1546","0.376191013","20","7","2352","2294","2895","2024-09-28 15:54:25.977557+02"
7020,"33","1411","0.52853977","23","7","359","566","2240","2024-02-17 14:21:38.977557+01"
7021,"30","859","0.270083132","35","-17","2369","942","759","2024-07-04 06:29:01.977557+02"
7022,"29","1863","0.987651468","42","-49","1672","1899","196","2024-03-12 05:20:48.977557+01"
7023,"27","1701","0.087908666","17","-53","191","2325","1653","2024-03-08 07:35:54.977557+01"
7024,"25","1054","0.433661538","30","41","877","1976","35","2024-04-27 12:30:53.977557+02"
7025,"30","1817","0.202630626","13","-31","555","1842","2200","2024-03-20 20:35:56.977557+01"
7026,"18","1325","0.988100715","11","-16","392","2242","2741","2024-07-17 22:25:52.977557+02"
7027,"36","898","0.236888566","52","18","1853","2860","2094","2024-06-17 01:52:35.977557+02"
7028,"30","1069","0.973082632","28","-33","2848","962","603","2024-01-10 09:51:28.977557+01"
7029,"12","1453","0.313177627","12","-8","1069","1707","1837","2024-03-12 16:08:12.977557+01"
7030,"32","1249","0.874039455","48","-27","34","1915","1447","2024-06-01 09:38:36.977557+02"
7031,"12","1347","0.287067238","20","0","661","987","1035","2024-05-03 12:24:18.977557+02"
7032,"28","1387","0.387630423","19","-24","2891","1734","2838","2024-02-14 03:50:07.977557+01"
7033,"18","816","0.805467668","36","-19","2521","1858","941","2024-04-22 03:16:29.977557+02"
7034,"32","1117","0.215847423","54","-34","441","1298","1010","2024-08-16 21:39:07.977557+02"
7035,"20","1789","0.261756425","55","-49","2493","2812","1578","2024-02-26 17:15:22.977557+01"
7036,"17","876","0.280524579","53","-13","1234","2876","505","2024-07-22 03:04:22.977557+02"
7037,"27","1938","0.732205662","35","24","644","1940","2769","2024-07-18 11:35:41.977557+02"
7038,"21","1789","0.728812872","44","16","279","646","1047","2024-08-17 13:56:03.977557+02"
7039,"36","923","0.430373724","28","4","1853","750","799","2024-03-04 07:06:58.977557+01"
7040,"25","1576","0.964131142","37","-39","188","2998","2245","2024-04-21 06:49:31.977557+02"
7041,"37","1034","0.289189475","13","-28","930","510","952","2024-03-11 19:03:10.977557+01"
7042,"13","1504","0.100640967","33","-52","90","1606","965","2024-02-15 15:04:26.977557+01"
7043,"10","1781","0.19219708","11","-9","2530","2286","1627","2024-09-01 14:28:21.977557+02"
7044,"16","1290","0.153926671","38","40","1736","397","1957","2024-08-12 05:13:21.977557+02"
7045,"21","1957","0.101597886","42","30","1427","1050","681","2024-09-08 14:07:59.977557+02"
7046,"11","1927","0.429019845","20","49","1338","1653","953","2024-08-10 12:51:43.977557+02"
7047,"35","1350","0.949061408","45","-18","1124","1474","1531","2024-03-11 20:03:15.977557+01"
7048,"19","1981","0.589329008","54","3","1730","542","1613","2024-02-09 15:51:05.977557+01"
7049,"13","1640","0.819090128","39","46","665","525","1064","2024-04-21 11:37:48.977557+02"
7050,"28","1104","0.74865072","11","39","1236","1851","1697","2024-07-07 07:41:43.977557+02"
7051,"20","1367","0.519213365","29","45","330","464","1539","2024-06-25 13:47:07.977557+02"
7052,"30","930","0.647605241","31","21","701","1687","1872","2024-04-12 08:30:52.977557+02"
7053,"18","1548","0.997291429","13","3","1838","1619","1944","2024-02-21 19:55:27.977557+01"
7054,"40","1820","0.530211106","51","-54","2755","1014","1694","2024-03-05 02:30:22.977557+01"
7055,"33","1410","0.690254421","27","-13","1220","1517","1736","2024-02-19 03:38:11.977557+01"
7056,"14","1718","0.134999286","49","8","1598","1478","560","2024-08-17 11:42:25.977557+02"
7057,"27","1488","0.815387669","40","-14","1831","152","1197","2024-09-13 23:02:43.977557+02"
7058,"21","1848","0.055261071","48","36","1431","1735","1171","2024-02-15 16:05:17.977557+01"
7059,"34","811","0.89312928","46","6","1538","161","1991","2024-09-18 01:06:09.977557+02"
7060,"14","1490","0.417306145","59","27","2720","2005","1228","2024-06-14 15:12:13.977557+02"
7061,"26","890","0.165845383","24","-32","2036","2831","2546","2024-04-01 01:17:19.977557+02"
7062,"23","845","0.467621915","12","-41","2340","154","2331","2024-03-04 20:35:31.977557+01"
7063,"27","1050","0.576693191","53","-2","2577","571","1855","2024-04-09 10:48:46.977557+02"
7064,"31","1209","0.882442783","28","31","52","2238","410","2024-07-09 03:53:48.977557+02"
7065,"17","1345","0.252634849","51","48","2449","157","2176","2024-08-21 21:25:25.977557+02"
7066,"12","1796","0.229402572","47","43","1241","724","1262","2024-01-02 06:35:39.977557+01"
7067,"36","1105","0.563025712","60","-43","2345","2459","2479","2024-04-05 15:53:04.977557+02"
7068,"25","1976","0.378307842","15","-6","2594","1482","126","2024-05-03 18:38:37.977557+02"
7069,"34","868","0.737282622","19","-45","2436","2732","2701","2024-01-13 12:10:10.977557+01"
7070,"31","1044","0.644191741","12","-47","426","1659","1433","2024-08-01 20:40:06.977557+02"
7071,"33","1520","0.368035231","43","-31","2484","2362","401","2024-04-25 02:25:08.977557+02"
7072,"14","1009","0.658081647","27","-27","1497","1537","2229","2024-02-20 20:27:35.977557+01"
7073,"19","1113","0.78439979","44","-25","340","1635","332","2024-06-24 03:16:52.977557+02"
7074,"15","1424","0.975390488","24","13","35","787","1141","2024-01-03 02:41:10.977557+01"
7075,"25","1245","0.787103402","10","25","644","1550","309","2024-07-24 06:59:11.977557+02"
7076,"15","1986","0.433160474","49","-5","3000","2948","1721","2024-06-13 07:54:10.977557+02"
7077,"24","1191","0.431469285","9","-1","1404","1420","392","2024-01-16 13:06:46.977557+01"
7078,"13","1702","0.039404183","58","-40","2365","2387","1940","2024-05-24 05:42:57.977557+02"
7079,"23","1301","0.011116324","46","-23","1057","1800","2583","2024-09-19 20:43:27.977557+02"
7080,"32","1581","0.536707543","32","31","1827","1793","2854","2024-09-01 07:12:34.977557+02"
7081,"29","1050","0.123239143","36","-52","2588","2192","557","2024-08-24 13:10:14.977557+02"
7082,"37","1840","0.923518513","35","14","1924","617","2174","2024-04-06 07:03:03.977557+02"
7083,"27","1567","0.041999936","58","-22","1121","1852","1539","2024-04-13 02:21:07.977557+02"
7084,"34","1469","0.740966994","12","-7","1242","2446","689","2024-08-12 11:41:18.977557+02"
7085,"24","867","0.796598097","19","-52","2461","2065","2367","2024-05-24 22:13:54.977557+02"
7086,"14","1571","0.848343119","22","21","831","1128","1696","2024-04-20 13:43:22.977557+02"
7087,"23","1658","0.583290897","57","47","597","2999","2232","2024-04-18 14:05:37.977557+02"
7088,"33","1265","0.570423928","60","0","477","1360","368","2024-02-07 04:59:48.977557+01"
7089,"35","1851","0.008589006","22","-42","1162","2444","2951","2024-08-01 07:33:10.977557+02"
7090,"19","1748","0.902782706","13","49","2152","1068","1480","2024-01-27 10:12:29.977557+01"
7091,"18","1730","0.078362035","54","37","591","2833","1992","2024-02-01 19:22:02.977557+01"
7092,"37","1634","0.954114867","13","-37","789","1584","1365","2024-05-14 01:18:17.977557+02"
7093,"40","1732","0.299655785","49","5","646","743","1608","2024-07-16 18:34:59.977557+02"
7094,"15","1803","0.291386291","18","37","1463","934","226","2024-06-18 10:05:32.977557+02"
7095,"21","1691","0.257833203","17","16","1087","2869","1522","2024-04-16 20:16:43.977557+02"
7096,"17","1165","0.64370612","49","41","1548","629","1486","2024-09-20 03:20:14.977557+02"
